"sample-id"	"extraction-id"	"dna-extraction-batch"	"nanodrop-dna-concentration-ng-per-uL"	"A260-A280"	"A230-A260"	"DNA-volume-sent-for-library-prep-in-uL"	"water-volume-added-to-dilute-DNA-in-uL"	"DNA-concentration-sent-to-Dalhousie-nanodrop-ng-per-uL"	"sequencing-batch"	"plate-batch"	"sample-type"	"country"	"replicate"	"read_depth_afterDADA2"	"read-depth-compared-to-blanks"	"read_depth_afterTaxaRemoval"	"bead-basher-used"
"D47"	"CD044X.3"	"10"	"30.422999999999998"	"2.06"	"1.429"	"15"	"0"	"30.422999999999998"	"1"	"1"	"stool"	"Denmark"	"no"	31922	"above"	31922	"old"
"D470"	"CD129H.3"	"20"	"160.53200000000001"	"1.911"	"2.1970000000000001"	"15"	"0"	"160.53200000000001"	"2"	"5"	"stool"	"Denmark"	"no"	18328	"above"	18328	"new"
"D471"	"CD135A.2"	"20"	"34.113999999999997"	"1.9450000000000001"	"1.893"	"15"	"0"	"34.113999999999997"	"2"	"5"	"stool"	"Denmark"	"no"	26701	"above"	26701	"new"
"D472"	"CD135A.3"	"20"	"86.698999999999998"	"1.909"	"1.9339999999999999"	"15"	"0"	"86.698999999999998"	"2"	"5"	"stool"	"Denmark"	"no"	22763	"above"	22763	"new"
"D473"	"CD148W.2"	"20"	"53.697000000000003"	"1.9039999999999999"	"2.012"	"15"	"0"	"53.697000000000003"	"2"	"5"	"stool"	"Denmark"	"no"	42351	"above"	42351	"new"
"D474"	"CD153W.3"	"20"	"219.161"	"1.8560000000000001"	"1.9970000000000001"	"15"	"0"	"219.161"	"2"	"5"	"stool"	"Denmark"	"no"	16426	"above"	16426	"new"
"D475"	"CD153W.4"	"20"	"140.428"	"1.879"	"1.7809999999999999"	"15"	"0"	"140.428"	"2"	"5"	"stool"	"Denmark"	"no"	22941	"above"	22941	"new"
"D476"	"CD156B.3"	"20"	"92.965999999999994"	"1.8839999999999999"	"2.1139999999999999"	"15"	"0"	"92.965999999999994"	"2"	"5"	"stool"	"Denmark"	"no"	41369	"above"	41369	"new"
"D477"	"CD156B.4"	"20"	"120.07"	"1.8859999999999999"	"1.885"	"15"	"0"	"120.07"	"2"	"5"	"stool"	"Denmark"	"no"	26688	"above"	26688	"new"
"D478"	"CD215T.4"	"21"	"61.624000000000002"	"1.895"	"1.718"	"15"	"0"	"61.624000000000002"	"2"	"5"	"stool"	"Denmark"	"no"	35280	"above"	35280	"new"
"D479"	"Blank_20.2"	"20"	"2.5619999999999998"	"1.911"	"0.33600000000000002"	"15"	"0"	"2.5619999999999998"	"2"	"5"	"blank"	""	"no"	18	"below"	18	"new"
"D48"	"CD044X.4"	"10"	"90.555999999999997"	"1.9350000000000001"	"1.9259999999999999"	"15"	"0"	"90.555999999999997"	"1"	"1"	"stool"	"Denmark"	"no"	18941	"above"	18941	"old"
"D481"	"CD161B.2"	"20"	"61.857999999999997"	"1.9119999999999999"	"2.0720000000000001"	"15"	"0"	"61.857999999999997"	"2"	"6"	"stool"	"Denmark"	"no"	50073	"above"	50073	"new"
"D482"	"CD161B.4"	"20"	"253.846"	"1.863"	"1.871"	"14.181826776864714"	"0.81817322313528607"	"240"	"2"	"6"	"stool"	"Denmark"	"no"	18900	"above"	18900	"new"
"D483"	"CD163N.3"	"20"	"236.31800000000001"	"1.8819999999999999"	"2.1619999999999999"	"15"	"0"	"236.31800000000001"	"2"	"6"	"stool"	"Denmark"	"no"	11485	"below"	11485	"new"
"D484"	"CD163N.4"	"20"	"157.17599999999999"	"1.877"	"1.982"	"15"	"0"	"157.17599999999999"	"2"	"6"	"stool"	"Denmark"	"no"	23016	"above"	23016	"new"
"D485"	"CD164G.2"	"20"	"137.47200000000001"	"1.865"	"2.2000000000000002"	"15"	"0"	"137.47200000000001"	"2"	"6"	"stool"	"Denmark"	"no"	36359	"above"	36359	"new"
"D486"	"CD164G.4"	"20"	"71.977999999999994"	"1.91"	"1.9730000000000001"	"15"	"0"	"71.977999999999994"	"2"	"6"	"stool"	"Denmark"	"no"	25539	"above"	25539	"new"
"D487"	"CD165Z.3"	"20"	"142.47399999999999"	"1.895"	"2.0270000000000001"	"15"	"0"	"142.47399999999999"	"2"	"6"	"stool"	"Denmark"	"no"	20380	"above"	20380	"new"
"D488"	"CD165Z.4"	"20"	"208.99799999999999"	"1.889"	"1.7729999999999999"	"15"	"0"	"208.99799999999999"	"2"	"6"	"stool"	"Denmark"	"no"	8854	"below"	8854	"new"
"D489"	"CD169X.2"	"20"	"139.65299999999999"	"1.891"	"1.665"	"15"	"0"	"139.65299999999999"	"2"	"6"	"stool"	"Denmark"	"no"	41162	"above"	41162	"new"
"D49"	"Blank_10.2"	"10"	"2.206"	"3.6469999999999998"	"0.318"	"15"	"0"	"2.206"	"1"	"1"	"blank"	""	"no"	278	"below"	266	"old"
"D490"	"CD173E.2"	"20"	"167.42099999999999"	"1.8939999999999999"	"2.0289999999999999"	"15"	"0"	"167.42099999999999"	"2"	"6"	"stool"	"Denmark"	"no"	9762	"below"	9762	"new"
"D491"	"CD174X.2"	"20"	"34.49"	"1.859"	"1.4810000000000001"	"15"	"0"	"34.49"	"2"	"6"	"stool"	"Denmark"	"no"	19970	"above"	19970	"new"
"D492"	"CD175Q.2"	"20"	"102.968"	"1.901"	"2.1059999999999999"	"15"	"0"	"102.968"	"2"	"6"	"stool"	"Denmark"	"no"	12966	"above"	12966	"new"
"D493"	"CD175Q.3"	"20"	"116.146"	"1.931"	"2.1120000000000001"	"15"	"0"	"116.146"	"2"	"6"	"stool"	"Denmark"	"no"	13677	"above"	13677	"new"
"D494"	"CD186A.2"	"20"	"167.041"	"1.923"	"2.1560000000000001"	"15"	"0"	"167.041"	"2"	"6"	"stool"	"Denmark"	"no"	12981	"above"	12981	"new"
"D495"	"CD194F.2"	"20"	"22.707999999999998"	"1.9870000000000001"	"1.4450000000000001"	"15"	"0"	"22.708000000000002"	"2"	"6"	"stool"	"Denmark"	"no"	31407	"above"	31407	"new"
"D496"	"CD198D.2"	"20"	"7.657"	"2.0379999999999998"	"1.21"	"15"	"0"	"7.657"	"2"	"6"	"stool"	"Denmark"	"no"	19455	"above"	19455	"new"
"D497"	"CD198D.4x"	"24"	"79.718000000000004"	"1.9770000000000001"	"1.9379999999999999"	"15"	"0"	"79.718000000000004"	"2"	"6"	"stool"	"Denmark"	"no"	39270	"above"	39270	"new"
"D498"	"CD202X.2"	"20"	"40.018000000000001"	"1.877"	"1.502"	"15"	"0"	"40.018000000000001"	"2"	"6"	"stool"	"Denmark"	"no"	16389	"above"	16389	"new"
"D499"	"CD202X.3"	"20"	"99.251999999999995"	"1.8779999999999999"	"1.929"	"15"	"0"	"99.251999999999995"	"2"	"6"	"stool"	"Denmark"	"no"	16987	"above"	16987	"new"
"D5"	"CD003O.4"	"9"	"61.698"	"1.9710000000000001"	"1.9990000000000001"	"15"	"0"	"61.698"	"1"	"1"	"stool"	"Denmark"	"no"	31079	"above"	31079	"old"
"D50"	"CD045Q.2"	"10"	"80.218999999999994"	"1.9279999999999999"	"1.897"	"15"	"0"	"80.218999999999994"	"1"	"1"	"stool"	"Denmark"	"no"	30827	"above"	30827	"old"
"D500"	"CD204J.2"	"20"	"51.087000000000003"	"1.881"	"1.897"	"15"	"0"	"51.087000000000003"	"2"	"6"	"stool"	"Denmark"	"no"	16411	"above"	16411	"new"
"D501"	"CD204J.3x"	"24"	"7.3449999999999998"	"3.3170000000000002"	"1.3149999999999999"	"15"	"0"	"7.3449999999999998"	"2"	"6"	"stool"	"Denmark"	"no"	21110	"above"	21110	"new"
"D502"	"CD204J.4"	"20"	"200.732"	"1.859"	"1.968"	"15"	"0"	"200.732"	"2"	"6"	"stool"	"Denmark"	"no"	15517	"above"	15517	"new"
"D503"	"CD214A.2"	"20"	"123.664"	"1.83"	"2.1419999999999999"	"15"	"0"	"123.664"	"2"	"6"	"stool"	"Denmark"	"no"	17876	"above"	17876	"new"
"D504"	"CD214A.3"	"20"	"39.479999999999997"	"1.857"	"1.966"	"15"	"0"	"39.479999999999997"	"2"	"6"	"stool"	"Denmark"	"no"	17815	"above"	17815	"new"
"D505"	"CD228P.3"	"20"	"108.69199999999999"	"1.8819999999999999"	"2.0369999999999999"	"15"	"0"	"108.69199999999999"	"2"	"6"	"stool"	"Denmark"	"no"	10529	"below"	10529	"new"
"D506"	"CD228P.4"	"20"	"67.733999999999995"	"1.8759999999999999"	"1.7909999999999999"	"15"	"0"	"67.733999999999995"	"2"	"6"	"stool"	"Denmark"	"no"	10100	"below"	10100	"new"
"D507"	"CD229I.2"	"20"	"142.54300000000001"	"1.861"	"2.0649999999999999"	"15"	"0"	"142.54300000000001"	"2"	"6"	"stool"	"Denmark"	"no"	10731	"below"	10731	"new"
"D508"	"CD229I.3"	"20"	"65.075000000000003"	"1.825"	"2.1640000000000001"	"15"	"0"	"65.075000000000003"	"2"	"6"	"stool"	"Denmark"	"no"	17516	"above"	17516	"new"
"D509"	"Mock_21.1"	"21"	"6.5410000000000004"	"2.2559999999999998"	"1.0640000000000001"	"15"	"0"	"6.5410000000000004"	"2"	"6"	"mock"	""	"no"	18960	"above"	18960	"new"
"D51"	"CD045Q.3"	"10"	"117.61199999999999"	"1.92"	"1.95"	"15"	"0"	"117.61199999999999"	"1"	"1"	"stool"	"Denmark"	"no"	2814	"below"	2814	"old"
"D510"	"CD231D.2"	"21"	"147.113"	"1.9159999999999999"	"2.129"	"15"	"0"	"147.113"	"2"	"6"	"stool"	"Denmark"	"no"	12447	"above"	12447	"new"
"D511"	"CD231D.4"	"21"	"95.247"	"1.9019999999999999"	"2.0379999999999998"	"15"	"0"	"95.247"	"2"	"6"	"stool"	"Denmark"	"no"	11989	"below"	11989	"new"
"D512"	"CD234I.2"	"21"	"187.16"	"1.9279999999999999"	"2.0630000000000002"	"15"	"0"	"187.16"	"2"	"6"	"stool"	"Denmark"	"no"	17670	"above"	17670	"new"
"D513"	"CD234I.4"	"21"	"88.001999999999995"	"1.91"	"1.952"	"15"	"0"	"88.001999999999995"	"2"	"6"	"stool"	"Denmark"	"no"	32506	"above"	32506	"new"
"D514"	"CD235B.3"	"21"	"156.75299999999999"	"1.91"	"2.0430000000000001"	"15"	"0"	"156.75299999999999"	"2"	"6"	"stool"	"Denmark"	"no"	11018	"below"	11018	"new"
"D515"	"CD235B.4"	"21"	"124.367"	"1.91"	"1.9510000000000001"	"15"	"0"	"124.367"	"2"	"6"	"stool"	"Denmark"	"no"	6884	"below"	6884	"new"
"D516"	"CD237N.2"	"21"	"92.600999999999999"	"1.8839999999999999"	"2.0529999999999999"	"15"	"0"	"92.600999999999985"	"2"	"6"	"stool"	"Denmark"	"no"	12128	"above"	12128	"new"
"D517"	"CD244Z.2"	"21"	"96.108000000000004"	"1.911"	"2.12"	"15"	"0"	"96.108000000000004"	"2"	"6"	"stool"	"Denmark"	"no"	12953	"above"	12953	"new"
"D518"	"CD248X.2"	"21"	"183.93299999999999"	"1.915"	"2.09"	"15"	"0"	"183.93299999999999"	"2"	"6"	"stool"	"Denmark"	"no"	14008	"above"	14008	"new"
"D519"	"CD248X.4"	"21"	"190.839"	"1.8720000000000001"	"1.599"	"15"	"0"	"190.839"	"2"	"6"	"stool"	"Denmark"	"no"	10621	"below"	10621	"new"
"D52"	"CD045Q.4"	"10"	"225.19499999999999"	"1.9159999999999999"	"2.073"	"15"	"0"	"225.19499999999999"	"1"	"1"	"stool"	"Denmark"	"no"	13440	"above"	13440	"old"
"D520"	"CD251L.2"	"21"	"159.28100000000001"	"1.907"	"2.1680000000000001"	"15"	"0"	"159.28100000000001"	"2"	"6"	"stool"	"Denmark"	"no"	41847	"above"	41847	"new"
"D521"	"CD251L.4"	"21"	"268.37299999999999"	"1.863"	"1.899"	"13.414166104637948"	"1.5858338953620521"	"240"	"2"	"6"	"stool"	"Denmark"	"no"	39733	"above"	39733	"new"
"D522"	"CD253X.2"	"21"	"44.383000000000003"	"1.925"	"1.9430000000000001"	"15"	"0"	"44.383000000000003"	"2"	"6"	"stool"	"Denmark"	"no"	16475	"above"	16475	"new"
"D523"	"CD253X.4"	"21"	"109.99299999999999"	"1.897"	"2.0019999999999998"	"15"	"0"	"109.99299999999999"	"2"	"6"	"stool"	"Denmark"	"no"	11956	"below"	11956	"new"
"D524"	"CD254Q.2"	"21"	"120.358"	"1.8959999999999999"	"1.9470000000000001"	"15"	"0"	"120.358"	"2"	"6"	"stool"	"Denmark"	"no"	6901	"below"	6901	"new"
"D525"	"CD254Q.4"	"21"	"73.394000000000005"	"1.9079999999999999"	"2.0030000000000001"	"15"	"0"	"73.394000000000005"	"2"	"6"	"stool"	"Denmark"	"no"	14859	"above"	14859	"new"
"D526"	"Blank_21.2"	"21"	"1.3080000000000001"	"2.048"	"0.30099999999999999"	"15"	"0"	"1.3080000000000001"	"2"	"6"	"blank"	""	"no"	62	"below"	62	"new"
"D527"	"CD255J.2x"	"24"	"37.654000000000003"	"2.0880000000000001"	"2.016"	"15"	"0"	"37.654000000000003"	"2"	"6"	"stool"	"Denmark"	"no"	25940	"above"	25940	"new"
"D528"	"CD255J.4"	"21"	"208.934"	"1.8839999999999999"	"1.865"	"15"	"0"	"208.934"	"2"	"6"	"stool"	"Denmark"	"no"	5370	"below"	5370	"new"
"D529"	"CD256C.2"	"21"	"28.552"	"1.88"	"1.7190000000000001"	"15"	"0"	"28.552"	"2"	"6"	"stool"	"Denmark"	"no"	27264	"above"	27264	"new"
"D53"	"CD050Q.2"	"10"	"26.42"	"1.9510000000000001"	"1.651"	"15"	"0"	"26.42"	"1"	"1"	"stool"	"Denmark"	"no"	51133	"above"	51133	"old"
"D530"	"CD262V.2"	"21"	"70.906999999999996"	"1.9059999999999999"	"2.0920000000000001"	"15"	"0"	"70.906999999999996"	"2"	"6"	"stool"	"Denmark"	"no"	20121	"above"	20121	"new"
"D531"	"CD262V.4"	"21"	"139.23699999999999"	"1.891"	"1.919"	"15"	"0"	"139.23699999999999"	"2"	"6"	"stool"	"Denmark"	"no"	6877	"below"	6877	"new"
"D532"	"CD263O.2"	"21"	"111.27200000000001"	"1.919"	"2.048"	"15"	"0"	"111.27200000000001"	"2"	"6"	"stool"	"Denmark"	"no"	11293	"below"	11293	"new"
"D533"	"CD263O.4"	"21"	"202.678"	"1.9019999999999999"	"2.0979999999999999"	"15"	"0"	"202.678"	"2"	"6"	"stool"	"Denmark"	"no"	11781	"below"	11781	"new"
"D534"	"CD264H.2"	"21"	"12.35"	"1.9370000000000001"	"1.028"	"15"	"0"	"12.35"	"2"	"6"	"stool"	"Denmark"	"no"	20365	"above"	20365	"new"
"D535"	"CD264H.4"	"21"	"228.68299999999999"	"1.8620000000000001"	"1.556"	"15"	"0"	"228.68299999999999"	"2"	"6"	"stool"	"Denmark"	"no"	11326	"below"	11326	"new"
"D536"	"CD265A.2"	"21"	"80.587999999999994"	"1.9219999999999999"	"2.0489999999999999"	"15"	"0"	"80.587999999999994"	"2"	"6"	"stool"	"Denmark"	"no"	32899	"above"	32899	"new"
"D537"	"CD265A.4"	"21"	"56.161999999999999"	"1.9159999999999999"	"2.0270000000000001"	"15"	"0"	"56.161999999999999"	"2"	"6"	"stool"	"Denmark"	"no"	30933	"above"	30933	"new"
"D538"	"CD269Y.2"	"21"	"131.37700000000001"	"1.911"	"2.1230000000000002"	"15"	"0"	"131.37700000000001"	"2"	"6"	"stool"	"Denmark"	"no"	8499	"below"	8499	"new"
"D539"	"CD269Y.4"	"21"	"29.888000000000002"	"1.9419999999999999"	"1.7410000000000001"	"15"	"0"	"29.888000000000002"	"2"	"6"	"stool"	"Denmark"	"no"	11476	"below"	11476	"new"
"D54"	"CD050Q.3"	"10"	"199.38200000000001"	"1.907"	"2.052"	"15"	"0"	"199.38200000000001"	"1"	"1"	"stool"	"Denmark"	"no"	12086	"below"	12086	"old"
"D540"	"CD272M.2"	"21"	"95.94"	"1.901"	"1.9690000000000001"	"15"	"0"	"95.94"	"2"	"6"	"stool"	"Denmark"	"no"	17216	"above"	17216	"new"
"D541"	"CD237N.4"	"21"	"22.379000000000001"	"1.9410000000000001"	"2.0870000000000002"	"15"	"0"	"22.379000000000001"	"2"	"6"	"stool"	"Denmark"	"no"	14798	"above"	14798	"new"
"D542"	"CD274Y.2"	"21"	"16.09"	"2.0329999999999999"	"2.3719999999999999"	"15"	"0"	"16.09"	"2"	"6"	"stool"	"Denmark"	"no"	23542	"above"	23542	"new"
"D543"	"CD274Y.4"	"21"	"124.16800000000001"	"1.8939999999999999"	"1.8720000000000001"	"15"	"0"	"124.16799999999999"	"2"	"6"	"stool"	"Denmark"	"no"	10259	"below"	10259	"new"
"D544"	"CD275R.2"	"21"	"179.131"	"1.9079999999999999"	"2.2109999999999999"	"15"	"0"	"179.131"	"2"	"6"	"stool"	"Denmark"	"no"	10574	"below"	10574	"new"
"D545"	"CD278W.2"	"21"	"107.06699999999999"	"1.9019999999999999"	"2.1389999999999998"	"15"	"0"	"107.06699999999999"	"2"	"6"	"stool"	"Denmark"	"yes"	21305	"above"	21305	"new"
"D546"	"CD278W.4"	"21"	"110.8"	"1.883"	"2.032"	"15"	"0"	"110.8"	"2"	"6"	"stool"	"Denmark"	"no"	10378	"below"	10378	"new"
"D547"	"CD290I.2"	"21"	"14.567"	"1.8839999999999999"	"1.6990000000000001"	"15"	"0"	"14.567"	"2"	"6"	"stool"	"Denmark"	"no"	11721	"below"	11721	"new"
"D548"	"CD290I.3"	"21"	"14.22"	"1.974"	"1.6240000000000001"	"15"	"0"	"14.22"	"2"	"6"	"stool"	"Denmark"	"no"	27687	"above"	27687	"new"
"D549"	"CD292U.2"	"21"	"36.383000000000003"	"1.9119999999999999"	"2.0169999999999999"	"15"	"0"	"36.383000000000003"	"2"	"6"	"stool"	"Denmark"	"no"	31404	"above"	31404	"new"
"D55"	"CD050Q.4"	"10"	"46.215000000000003"	"1.9390000000000001"	"1.5880000000000001"	"15"	"0"	"46.215000000000003"	"1"	"1"	"stool"	"Denmark"	"no"	19921	"above"	19921	"old"
"D550"	"CD292U.4"	"21"	"32.970999999999997"	"1.917"	"1.798"	"15"	"0"	"32.970999999999997"	"2"	"6"	"stool"	"Denmark"	"no"	19060	"above"	19060	"new"
"D551"	"CD298E.2"	"21"	"33.268000000000001"	"1.9159999999999999"	"1.819"	"15"	"0"	"33.268000000000001"	"2"	"6"	"stool"	"Denmark"	"no"	23167	"above"	23167	"new"
"D552"	"CD298E.4"	"21"	"51.829000000000001"	"1.9379999999999999"	"2.0859999999999999"	"15"	"0"	"51.829000000000001"	"2"	"6"	"stool"	"Denmark"	"no"	23749	"above"	23749	"new"
"D553"	"CD304K.2"	"21"	"13.025"	"2.1269999999999998"	"1.8129999999999999"	"15"	"0"	"13.025"	"2"	"6"	"stool"	"Denmark"	"no"	41794	"above"	41794	"new"
"D554"	"CD304K.4"	"21"	"120.03400000000001"	"1.8939999999999999"	"2.0099999999999998"	"15"	"0"	"120.03400000000001"	"2"	"6"	"stool"	"Denmark"	"no"	16773	"above"	16773	"new"
"D555"	"Mock_22.1"	"22"	"6.66"	"1.724"	"0.79900000000000004"	"15"	"0"	"6.66"	"2"	"6"	"mock"	""	"no"	24058	"above"	24058	"new"
"D556"	"CD306W.3"	"22"	"69.396000000000001"	"1.849"	"1.992"	"15"	"0"	"69.396000000000001"	"2"	"6"	"stool"	"Denmark"	"no"	51432	"above"	51432	"new"
"D557"	"CD306W.4"	"22"	"269.80399999999997"	"1.8620000000000001"	"1.8420000000000001"	"13.343019377029252"	"1.6569806229707478"	"240"	"2"	"6"	"stool"	"Denmark"	"no"	10227	"below"	10227	"new"
"D558"	"CD313I.2"	"22"	"27.652999999999999"	"1.835"	"1.1890000000000001"	"15"	"0"	"27.652999999999999"	"2"	"6"	"stool"	"Denmark"	"no"	21226	"above"	21226	"new"
"D559"	"CD315U.2"	"22"	"156.68700000000001"	"1.887"	"2"	"15"	"0"	"156.68700000000001"	"2"	"6"	"stool"	"Denmark"	"no"	14245	"above"	14245	"new"
"D56"	"CD051J.2"	"10"	"81.546999999999997"	"1.9390000000000001"	"1.915"	"15"	"0"	"81.546999999999997"	"1"	"1"	"stool"	"Denmark"	"no"	14863	"above"	14863	"old"
"D560"	"CD315U.4"	"22"	"240.18700000000001"	"1.865"	"1.714"	"14.98832159942045"	"1.167840057954983E-2"	"240"	"2"	"6"	"stool"	"Denmark"	"no"	12924	"above"	12924	"new"
"D561"	"CD325L.2"	"22"	"13.97"	"1.925"	"1.1679999999999999"	"15"	"0"	"13.97"	"2"	"6"	"stool"	"Denmark"	"no"	39480	"above"	39480	"new"
"D562"	"CD325L.3"	"22"	"132.64699999999999"	"1.8979999999999999"	"2.0099999999999998"	"15"	"0"	"132.64699999999999"	"2"	"6"	"stool"	"Denmark"	"no"	20079	"above"	20079	"new"
"D563"	"CD330L.2"	"22"	"39.402000000000001"	"1.877"	"1.875"	"15"	"0"	"39.402000000000001"	"2"	"6"	"stool"	"Denmark"	"yes"	22420	"above"	22420	"new"
"D564"	"CD330L.3"	"22"	"36.133000000000003"	"1.865"	"1.9019999999999999"	"15"	"0"	"36.133000000000003"	"2"	"6"	"stool"	"Denmark"	"no"	18421	"above"	18421	"new"
"D565"	"CD331E.2"	"22"	"57.942999999999998"	"1.921"	"2.0209999999999999"	"15"	"0"	"57.942999999999998"	"2"	"6"	"stool"	"Denmark"	"no"	23233	"above"	23233	"new"
"D566"	"CD334J.4"	"22"	"15.276999999999999"	"1.895"	"1.1359999999999999"	"15"	"0"	"15.276999999999999"	"2"	"6"	"stool"	"Denmark"	"no"	35265	"above"	35265	"new"
"D567"	"CD340C.2"	"22"	"57.732999999999997"	"1.9079999999999999"	"1.6659999999999999"	"15"	"0"	"57.732999999999997"	"2"	"6"	"stool"	"Denmark"	"no"	27947	"above"	27947	"new"
"D568"	"CD340C.4"	"22"	"95.51"	"1.9139999999999999"	"2.004"	"15"	"0"	"95.51"	"2"	"6"	"stool"	"Denmark"	"no"	18837	"above"	18837	"new"
"D569"	"CD347F.3"	"22"	"44.082000000000001"	"1.9019999999999999"	"1.673"	"15"	"0"	"44.082000000000001"	"2"	"6"	"stool"	"Denmark"	"no"	34277	"above"	34277	"new"
"D57"	"CD051J.3"	"10"	"67.775000000000006"	"1.9650000000000001"	"1.7809999999999999"	"15"	"0"	"67.775000000000006"	"1"	"1"	"stool"	"Denmark"	"no"	34102	"above"	34102	"old"
"D570"	"CD358P.2"	"22"	"40.137999999999998"	"1.962"	"1.83"	"15"	"0"	"40.137999999999998"	"2"	"6"	"stool"	"Denmark"	"no"	26808	"above"	26808	"new"
"D571"	"CD358P.3"	"22"	"159.18700000000001"	"1.925"	"2.0990000000000002"	"15"	"0"	"159.18700000000001"	"2"	"6"	"stool"	"Denmark"	"no"	26572	"above"	26572	"new"
"D572"	"CD365B.2"	"22"	"123.21599999999999"	"1.9219999999999999"	"2.1419999999999999"	"15"	"0"	"123.21599999999999"	"2"	"6"	"stool"	"Denmark"	"no"	59518	"above"	59518	"new"
"D573"	"CD365B.3"	"22"	"278.20100000000002"	"1.901"	"2.1179999999999999"	"12.940284183018752"	"2.0597158169812477"	"240"	"2"	"6"	"stool"	"Denmark"	"no"	21205	"above"	21205	"new"
"D574"	"CD377E.2"	"22"	"62.389000000000003"	"1.968"	"1.837"	"15"	"0"	"62.389000000000003"	"2"	"6"	"stool"	"Denmark"	"no"	43200	"above"	43200	"new"
"D575"	"CD377E.4"	"22"	"182.684"	"1.8919999999999999"	"1.6990000000000001"	"15"	"0"	"182.684"	"2"	"6"	"stool"	"Denmark"	"no"	14099	"above"	14099	"new"
"D577"	"Blank_22.2"	"22"	"1.5620000000000001"	"-5.7220000000000004"	"0.25700000000000001"	"15"	"0"	"1.5620000000000001"	"2"	"7"	"blank"	""	"no"	281	"below"	281	"new"
"D578"	"CD381L.2"	"22"	"128.70099999999999"	"1.915"	"2.0169999999999999"	"15"	"0"	"128.70099999999999"	"2"	"7"	"stool"	"Denmark"	"no"	15162	"above"	15162	"new"
"D579"	"CD338H.2"	"22"	"92.335999999999999"	"1.9259999999999999"	"2.024"	"15"	"0"	"92.335999999999999"	"2"	"7"	"stool"	"Denmark"	"no"	27082	"above"	27082	"new"
"D58"	"CD051J.4"	"10"	"49.274000000000001"	"1.9670000000000001"	"1.6759999999999999"	"15"	"0"	"49.274000000000001"	"1"	"1"	"stool"	"Denmark"	"no"	24965	"above"	24965	"old"
"D580"	"CD338H.3"	"22"	"58.515999999999998"	"1.9630000000000001"	"2.0659999999999998"	"15"	"0"	"58.515999999999998"	"2"	"7"	"stool"	"Denmark"	"no"	30286	"above"	30286	"new"
"D581"	"CD338H.4"	"22"	"210.94800000000001"	"1.9259999999999999"	"2.1059999999999999"	"15"	"0"	"210.94800000000001"	"2"	"7"	"stool"	"Denmark"	"no"	14230	"above"	14230	"new"
"D582"	"CD339A.2"	"22"	"125.226"	"1.887"	"2.1930000000000001"	"15"	"0"	"125.22599999999998"	"2"	"7"	"stool"	"Denmark"	"no"	38654	"above"	38654	"new"
"D583"	"CD339A.3"	"22"	"37.725999999999999"	"1.9670000000000001"	"1.8049999999999999"	"15"	"0"	"37.725999999999999"	"2"	"7"	"stool"	"Denmark"	"no"	22370	"above"	22370	"new"
"D584"	"CD339A.4"	"22"	"48.598999999999997"	"1.9970000000000001"	"1.629"	"15"	"0"	"48.598999999999997"	"2"	"7"	"stool"	"Denmark"	"no"	17630	"above"	17630	"new"
"D585"	"CD344A.2"	"22"	"36.597999999999999"	"1.9910000000000001"	"1.7090000000000001"	"15"	"0"	"36.597999999999999"	"2"	"7"	"stool"	"Denmark"	"no"	27510	"above"	27510	"new"
"D586"	"CD344A.3"	"22"	"90.727999999999994"	"1.9550000000000001"	"2.02"	"15"	"0"	"90.727999999999994"	"2"	"7"	"stool"	"Denmark"	"no"	15922	"above"	15922	"new"
"D587"	"CD344A.4"	"22"	"88.799000000000007"	"1.9510000000000001"	"2.028"	"15"	"0"	"88.799000000000007"	"2"	"7"	"stool"	"Denmark"	"no"	21650	"above"	21650	"new"
"D588"	"CD346M.2"	"22"	"49.293999999999997"	"1.988"	"1.8280000000000001"	"15"	"0"	"49.293999999999997"	"2"	"7"	"stool"	"Denmark"	"no"	36979	"above"	36979	"new"
"D589"	"CD346M.3"	"22"	"146.227"	"1.9339999999999999"	"2.0710000000000002"	"15"	"0"	"146.227"	"2"	"7"	"stool"	"Denmark"	"no"	7098	"below"	7098	"new"
"D59"	"CD053V.2"	"10"	"84.537999999999997"	"1.93"	"1.8779999999999999"	"15"	"0"	"84.537999999999997"	"1"	"1"	"stool"	"Denmark"	"no"	16907	"above"	16907	"old"
"D590"	"CD346M.4"	"22"	"74.299000000000007"	"1.9510000000000001"	"2.0379999999999998"	"15"	"0"	"74.299000000000007"	"2"	"7"	"stool"	"Denmark"	"no"	17965	"above"	17965	"new"
"D591"	"CD349R.2"	"22"	"12.061"	"2.3410000000000002"	"1.4259999999999999"	"15"	"0"	"12.061"	"2"	"7"	"stool"	"Denmark"	"no"	17903	"above"	17903	"new"
"D592"	"CD349R.3"	"22"	"257.94499999999999"	"1.907"	"2.1190000000000002"	"13.956463587198822"	"1.0435364128011777"	"240"	"2"	"7"	"stool"	"Denmark"	"no"	8004	"below"	8004	"new"
"D593"	"CD349R.4"	"22"	"264.596"	"1.8979999999999999"	"2.0910000000000002"	"13.605647855598724"	"1.3943521444012763"	"240"	"2"	"7"	"stool"	"Denmark"	"no"	12168	"above"	12168	"new"
"D594"	"Mock_DreX1.1"	"24"	"2.3250000000000002"	"2.589"	"0.745"	"15"	"0"	"2.3250000000000002"	"2"	"7"	"mock"	""	"no"	12880	"above"	12880	"new"
